"","Gene","Species"
"326","emySub","174649at32523"
"327","mesTub","174649at32523"
"328","pelSin","174649at32523"
"329","plaMeg","174649at32523"
"330","cheAbi","176412at32523"
"331","chrPic","176412at32523"
"332","derCor","176412at32523"
"333","gopAga","176412at32523"
"334","malTer","176412at32523"
"335","pelCas","176412at32523"
"336","pelSin","176412at32523"
"337","terMex","176412at32523"
"338","cuoAmb","177909at32523"
"339","cuoMcc","177909at32523"
"340","cuoAmb","178688at32523"
"341","cuoMcc","178688at32523"
"342","gopAga","178688at32523"
"343","malTer","178688at32523"
"344","terMex","178688at32523"
"345","chrPic","180359at32523"
"346","malTer","180359at32523"
"347","chrPic","181827at32523"
"348","cuoAmb","181827at32523"
"349","cuoMcc","181827at32523"
"350","plaMeg","181827at32523"
"351","carIns","181908at32523"
"352","cheAbi","181908at32523"
"353","cheMyd","181908at32523"
"354","chrPic","181908at32523"
"355","cuoMcc","181908at32523"
"356","derCor","181908at32523"
"357","emySub","181908at32523"
"358","gopAga","181908at32523"
"359","pelCas","181908at32523"
"360","pelSin","181908at32523"
"361","plaMeg","181908at32523"
"362","podExp","181908at32523"
"363","terMex","181908at32523"
"364","chrPic","185160at32523"
"365","malTer","185160at32523"
"366","cheMyd","188112at32523"
"367","cheSer","188112at32523"
"368","cuoAmb","188112at32523"
"369","cuoMcc","188112at32523"
"370","derCor","188112at32523"
"371","terMex","188112at32523"
"372","chrPic","188561at32523"
"373","cuoMcc","188561at32523"
"374","plaMeg","188561at32523"
"375","cheMyd","190153at32523"
"376","cheSer","190153at32523"
"377","chrPic","190153at32523"
"378","cuoMcc","190153at32523"
"379","derCor","190153at32523"
"380","derMaw","190153at32523"
"381","emySub","190153at32523"
"382","gopAga","190153at32523"
"383","mesTub","190153at32523"
"384","pelCas","190153at32523"
"385","plaMeg","190153at32523"
"386","podExp","190153at32523"
"387","terMex","190153at32523"
"388","malTer","190977at32523"
"389","terMex","190977at32523"
"390","plaMeg","196197at32523"
"391","terMex","196197at32523"
"392","cheAbi","196566at32523"
"393","gopAga","196566at32523"
"394","malTer","200921at32523"
"395","plaMeg","200921at32523"
"396","cuoAmb","203570at32523"
"397","cuoMcc","203570at32523"
"398","chrPic","204379at32523"
"399","cuoAmb","204379at32523"
"400","cuoMcc","204379at32523"
"401","derCor","204379at32523"
"402","gopAga","204379at32523"
"403","malTer","204379at32523"
"404","terMex","204379at32523"
"405","cuoAmb","205907at32523"
"406","cuoMcc","205907at32523"
"407","chrPic","207100at32523"
"408","terMex","207100at32523"
"409","chrPic","207226at32523"
"410","cuoMcc","207226at32523"
"411","gopAga","207226at32523"
"412","malTer","207226at32523"
"413","terMex","207226at32523"
"414","chrPic","208004at32523"
"415","terMex","208004at32523"
"416","chrPic","209616at32523"
"417","emySub","209616at32523"
"418","plaMeg","209616at32523"
"419","chrPic","209973at32523"
"420","malTer","209973at32523"
"421","cheAbi","210596at32523"
"422","chrPic","210596at32523"
"423","derCor","210596at32523"
"424","gopAga","210596at32523"
"425","malTer","210596at32523"
"426","plaMeg","210596at32523"
"427","terMex","210596at32523"
"428","cuoAmb","211953at32523"
"429","cuoMcc","211953at32523"
"430","plaMeg","211953at32523"
"431","terMex","211953at32523"
"432","cheAbi","21248at32523"
"433","cheMyd","21248at32523"
"434","cheSer","21248at32523"
"435","cuoAmb","21248at32523"
"436","cuoMcc","21248at32523"
"437","derMaw","21248at32523"
"438","gopAga","21248at32523"
"439","mesTub","21248at32523"
"440","pelCas","21248at32523"
"441","pelSin","21248at32523"
"442","plaMeg","21248at32523"
"443","podExp","21248at32523"
"444","terMex","21248at32523"
"445","cheAbi","213024at32523"
"446","cheSer","213024at32523"
"447","chrPic","213024at32523"
"448","gopAga","213024at32523"
"449","malTer","213024at32523"
"450","plaMeg","213024at32523"
"451","podExp","213024at32523"
"452","terMex","213024at32523"
"453","cuoAmb","218681at32523"
"454","cuoMcc","218681at32523"
"455","malTer","218681at32523"
"456","plaMeg","218681at32523"
"457","terMex","218681at32523"
"458","cheAbi","22014at32523"
"459","cheMyd","22014at32523"
"460","cheSer","22014at32523"
"461","chrPic","22014at32523"
"462","cuoMcc","22014at32523"
"463","derCor","22014at32523"
"464","derMaw","22014at32523"
"465","emySub","22014at32523"
"466","gopAga","22014at32523"
"467","mesTub","22014at32523"
"468","plaMeg","22014at32523"
"469","terMex","22014at32523"
"470","chrPic","220440at32523"
"471","cuoAmb","220440at32523"
"472","cuoMcc","220440at32523"
"473","terMex","220440at32523"
"474","cuoAmb","221733at32523"
"475","cuoMcc","221733at32523"
"476","derMaw","221733at32523"
"477","emySub","221733at32523"
"478","cheSer","223988at32523"
"479","chrPic","223988at32523"
"480","cuoAmb","223988at32523"
"481","cuoMcc","223988at32523"
"482","derCor","223988at32523"
"483","derMaw","223988at32523"
"484","gopAga","223988at32523"
"485","malTer","223988at32523"
"486","pelSin","223988at32523"
"487","podExp","223988at32523"
"488","terMex","223988at32523"
"489","cheAbi","224090at32523"
"490","derMaw","224090at32523"
"491","gopAga","224090at32523"
"492","plaMeg","224090at32523"
"493","cheMyd","224357at32523"
"494","cuoAmb","224357at32523"
"495","cuoMcc","224357at32523"
"496","derMaw","224357at32523"
"497","emySub","224357at32523"
"498","gopAga","224357at32523"
"499","plaMeg","224357at32523"
"500","terMex","224357at32523"
"501","chrPic","225258at32523"
"502","malTer","225258at32523"
"503","cuoMcc","227172at32523"
"504","terMex","227172at32523"
"505","chrPic","227235at32523"
"506","cuoAmb","227235at32523"
"507","cuoMcc","227235at32523"
"508","gopAga","227235at32523"
"509","mesTub","227235at32523"
"510","pelSin","227235at32523"
"511","terMex","227235at32523"
"512","cuoAmb","227938at32523"
"513","cuoMcc","227938at32523"
"514","cheAbi","228553at32523"
"515","chrPic","228553at32523"
"516","cuoMcc","228553at32523"
"517","gopAga","228553at32523"
"518","plaMeg","228553at32523"
"519","terMex","228553at32523"
"520","cuoAmb","228616at32523"
"521","cuoMcc","228616at32523"
"522","gopAga","228616at32523"
"523","malTer","228616at32523"
"524","plaMeg","228616at32523"
"525","podExp","228616at32523"
"526","terMex","228616at32523"
"527","malTer","230037at32523"
"528","plaMeg","230037at32523"
"529","cheAbi","232281at32523"
"530","chrPic","232281at32523"
"531","gopAga","232281at32523"
"532","malTer","232281at32523"
"533","cheMyd","232531at32523"
"534","derCor","232531at32523"
"535","cheAbi","234435at32523"
"536","plaMeg","234435at32523"
"537","cheSer","236107at32523"
"538","chrPic","236107at32523"
"539","cuoAmb","236107at32523"
"540","cuoMcc","236107at32523"
"541","emySub","236107at32523"
"542","gopAga","236107at32523"
"543","pelSin","236107at32523"
"544","terMex","236107at32523"
"545","cheAbi","237414at32523"
"546","cheMyd","237414at32523"
"547","cheSer","237414at32523"
"548","chrPic","237414at32523"
"549","cuoMcc","237414at32523"
"550","emySub","237414at32523"
"551","malTer","237414at32523"
"552","mesTub","237414at32523"
"553","pelCas","237414at32523"
"554","plaMeg","237414at32523"
"555","podExp","237414at32523"
"556","malTer","237824at32523"
"557","plaMeg","237824at32523"
"558","chrPic","237844at32523"
"559","malTer","237844at32523"
"560","terMex","237844at32523"
"561","chrPic","238211at32523"
"562","malTer","238211at32523"
"563","carIns","238978at32523"
"564","cheSer","238978at32523"
"565","chrPic","238978at32523"
"566","cuoMcc","238978at32523"
"567","derCor","238978at32523"
"568","derMaw","238978at32523"
"569","gopAga","238978at32523"
"570","malTer","238978at32523"
"571","mesTub","238978at32523"
"572","podExp","238978at32523"
"573","cheAbi","239395at32523"
"574","cheMyd","239395at32523"
"575","cuoAmb","239395at32523"
"576","cuoMcc","239395at32523"
"577","chrPic","239575at32523"
"578","malTer","239575at32523"
"579","plaMeg","239575at32523"
"580","terMex","239575at32523"
"581","chrPic","241327at32523"
"582","cuoAmb","241327at32523"
"583","cuoMcc","241327at32523"
"584","malTer","241327at32523"
"585","cheAbi","242028at32523"
"586","cheSer","242028at32523"
"587","chrPic","242028at32523"
"588","cuoAmb","242028at32523"
"589","cuoMcc","242028at32523"
"590","gopAga","242028at32523"
"591","plaMeg","242028at32523"
"592","terMex","242028at32523"
"593","cuoAmb","245015at32523"
"594","cuoMcc","245015at32523"
"595","cheMyd","245334at32523"
"596","chrPic","245334at32523"
"597","derCor","245334at32523"
"598","derMaw","245334at32523"
"599","emySub","245334at32523"
"600","malTer","245334at32523"
"601","mesTub","245334at32523"
"602","pelCas","245334at32523"
"603","plaMeg","245334at32523"
"604","terMex","245334at32523"
"605","cheMyd","245369at32523"
"606","cuoAmb","245369at32523"
"607","derCor","245369at32523"
"608","derMaw","245369at32523"
"609","emySub","245369at32523"
"610","mesTub","245369at32523"
"611","pelCas","245369at32523"
"612","plaMeg","245369at32523"
"613","chrPic","245997at32523"
"614","malTer","245997at32523"
"615","cheAbi","246274at32523"
"616","plaMeg","246274at32523"
"617","chrPic","246738at32523"
"618","gopAga","246738at32523"
"619","malTer","246738at32523"
"620","terMex","246738at32523"
"621","cheMyd","247474at32523"
"622","chrPic","247474at32523"
"623","derCor","247474at32523"
"624","malTer","247474at32523"
"625","plaMeg","247474at32523"
"626","terMex","247474at32523"
"627","malTer","247638at32523"
"628","terMex","247638at32523"
"629","cheMyd","248117at32523"
"630","chrPic","248117at32523"
"631","cuoMcc","248117at32523"
"632","terMex","248117at32523"
"633","chrPic","248181at32523"
"634","derCor","248181at32523"
"635","cheSer","248911at32523"
"636","cuoMcc","248911at32523"
"637","derCor","248911at32523"
"638","emySub","248911at32523"
"639","gopAga","248911at32523"
"640","mesTub","248911at32523"
"641","pelCas","248911at32523"
"642","plaMeg","248911at32523"
"643","terMex","248911at32523"
"644","cheMyd","249397at32523"
"645","cuoAmb","249397at32523"
"646","derCor","249397at32523"
"647","pelSin","249397at32523"
"648","cheMyd","250210at32523"
"649","cheSer","250210at32523"
"650","chrPic","250210at32523"
"651","cuoAmb","250210at32523"
"652","cuoMcc","250210at32523"
"653","emySub","250210at32523"
"654","gopAga","250210at32523"
"655","malTer","250210at32523"
"656","mesTub","250210at32523"
"657","pelSin","250210at32523"
"658","plaMeg","250210at32523"
"659","terMex","250210at32523"
"660","cheMyd","250327at32523"
"661","cheSer","250327at32523"
"662","chrPic","250327at32523"
"663","derCor","250327at32523"
"664","emySub","250327at32523"
"665","malTer","250327at32523"
"666","mesTub","250327at32523"
"667","terMex","250327at32523"
"668","cheMyd","250844at32523"
"669","derCor","250844at32523"
"670","derMaw","250844at32523"
"671","cuoAmb","250880at32523"
"672","cuoMcc","250880at32523"
"673","malTer","251071at32523"
"674","plaMeg","251071at32523"
"675","chrPic","251750at32523"
"676","terMex","251750at32523"
"677","chrPic","253004at32523"
"678","terMex","253004at32523"
"679","cuoAmb","253171at32523"
"680","cuoMcc","253171at32523"
"681","carIns","253461at32523"
"682","cheAbi","253461at32523"
"683","cheMyd","253461at32523"
"684","chrPic","253461at32523"
"685","cuoAmb","253461at32523"
"686","cuoMcc","253461at32523"
"687","derCor","253461at32523"
"688","gopAga","253461at32523"
"689","malTer","253461at32523"
"690","plaMeg","253461at32523"
"691","malTer","253522at32523"
"692","terMex","253522at32523"
"693","cheAbi","253557at32523"
"694","chrPic","253557at32523"
"695","malTer","253557at32523"
"696","plaMeg","253557at32523"
"697","chrPic","254360at32523"
"698","malTer","254360at32523"
"699","emySub","255236at32523"
"700","chrPic","256220at32523"
"701","malTer","256220at32523"
"702","plaMeg","256220at32523"
"703","chrPic","257614at32523"
"704","plaMeg","257614at32523"
"705","cheAbi","258655at32523"
"706","cuoAmb","258655at32523"
"707","cuoMcc","258655at32523"
"708","carIns","258710at32523"
"709","cheAbi","258710at32523"
"710","cheMyd","258710at32523"
"711","chrPic","258710at32523"
"712","cuoAmb","258710at32523"
"713","derCor","258710at32523"
"714","derMaw","258710at32523"
"715","gopAga","258710at32523"
"716","malTer","258710at32523"
"717","pelCas","258710at32523"
"718","plaMeg","258710at32523"
"719","podExp","258710at32523"
"720","terMex","258710at32523"
"721","carIns","258823at32523"
"722","cheAbi","258823at32523"
"723","chrPic","258823at32523"
"724","cuoMcc","258823at32523"
"725","derCor","258823at32523"
"726","derMaw","258823at32523"
"727","emySub","258823at32523"
"728","malTer","258823at32523"
"729","plaMeg","258823at32523"
"730","podExp","258823at32523"
"731","terMex","258823at32523"
"732","malTer","259061at32523"
"733","terMex","259061at32523"
"734","cheAbi","259072at32523"
"735","cuoAmb","259072at32523"
"736","cuoMcc","259072at32523"
"737","gopAga","259072at32523"
"738","carIns","259972at32523"
"739","cheAbi","259972at32523"
"740","cheMyd","259972at32523"
"741","chrPic","259972at32523"
"742","cuoAmb","259972at32523"
"743","cuoMcc","259972at32523"
"744","derMaw","259972at32523"
"745","gopAga","259972at32523"
"746","mesTub","259972at32523"
"747","pelCas","259972at32523"
"748","podExp","259972at32523"
"749","chrPic","260027at32523"
"750","malTer","260027at32523"
"751","plaMeg","260027at32523"
"752","chrPic","260322at32523"
"753","malTer","260322at32523"
"754","cheAbi","260465at32523"
"755","cheSer","260465at32523"
"756","chrPic","260465at32523"
"757","cuoAmb","260465at32523"
"758","cuoMcc","260465at32523"
"759","gopAga","260465at32523"
"760","plaMeg","260465at32523"
"761","chrPic","261228at32523"
"762","malTer","261228at32523"
"763","plaMeg","261228at32523"
"764","cheAbi","261311at32523"
"765","chrPic","261311at32523"
"766","cuoMcc","261311at32523"
"767","plaMeg","261311at32523"
"768","terMex","261311at32523"
"769","cheMyd","261823at32523"
"770","cheSer","261823at32523"
"771","cuoMcc","261823at32523"
"772","emySub","261823at32523"
"773","plaMeg","261823at32523"
"774","cuoAmb","262036at32523"
"775","cuoMcc","262036at32523"
"776","gopAga","262036at32523"
"777","chrPic","262363at32523"
"778","derMaw","262363at32523"
"779","gopAga","262363at32523"
"780","cheAbi","262601at32523"
"781","chrPic","262601at32523"
"782","cuoMcc","262601at32523"
"783","malTer","262601at32523"
"784","plaMeg","262601at32523"
"785","terMex","262601at32523"
"786","chrPic","262758at32523"
"787","terMex","262758at32523"
"788","cuoAmb","263246at32523"
"789","cuoMcc","263246at32523"
"790","chrPic","264194at32523"
"791","malTer","264194at32523"
"792","malTer","264296at32523"
"793","plaMeg","264296at32523"
"794","chrPic","264354at32523"
"795","cuoMcc","264354at32523"
"796","gopAga","264354at32523"
"797","malTer","264354at32523"
"798","cheAbi","266561at32523"
"799","cheMyd","266561at32523"
"800","cheSer","266561at32523"
"801","derMaw","266561at32523"
"802","pelSin","266561at32523"
"803","cheAbi","266585at32523"
"804","gopAga","266585at32523"
"805","plaMeg","266585at32523"
"806","terMex","266585at32523"
"807","chrPic","267085at32523"
"808","malTer","267085at32523"
"809","malTer","267767at32523"
"810","terMex","267767at32523"
"811","cheSer","268020at32523"
"812","cuoAmb","268020at32523"
"813","derCor","268020at32523"
"814","malTer","268020at32523"
"815","cheAbi","268229at32523"
"816","cuoMcc","268229at32523"
"817","plaMeg","268229at32523"
"818","terMex","268229at32523"
"819","chrPic","268617at32523"
"820","cuoMcc","268617at32523"
"821","gopAga","268617at32523"
"822","pelCas","268617at32523"
"823","plaMeg","268617at32523"
"824","podExp","268617at32523"
"825","terMex","268617at32523"
"826","cheAbi","269108at32523"
"827","gopAga","269108at32523"
"828","cuoMcc","269649at32523"
"829","chrPic","269746at32523"
"830","malTer","269746at32523"
"831","cheSer","269887at32523"
"832","chrPic","269887at32523"
"833","cuoAmb","269887at32523"
"834","cuoMcc","269887at32523"
"835","derMaw","269887at32523"
"836","gopAga","269887at32523"
"837","plaMeg","269887at32523"
"838","chrPic","270003at32523"
"839","malTer","270003at32523"
"840","cuoAmb","271184at32523"
"841","cuoMcc","271184at32523"
"842","chrPic","271350at32523"
"843","malTer","271350at32523"
"844","terMex","271350at32523"
"845","cuoAmb","271564at32523"
"846","cuoMcc","271564at32523"
"847","malTer","271569at32523"
"848","terMex","271569at32523"
"849","cheSer","272040at32523"
"850","plaMeg","272040at32523"
"851","cheAbi","272286at32523"
"852","cheSer","272286at32523"
"853","cuoAmb","272286at32523"
"854","cuoMcc","272286at32523"
"855","malTer","272286at32523"
"856","chrPic","272384at32523"
"857","malTer","272384at32523"
"858","terMex","272384at32523"
"859","chrPic","272493at32523"
"860","malTer","272493at32523"
"861","chrPic","272864at32523"
"862","cuoMcc","272864at32523"
"863","emySub","272864at32523"
"864","malTer","272864at32523"
"865","mesTub","272864at32523"
"866","terMex","272864at32523"
"867","malTer","273260at32523"
"868","plaMeg","273260at32523"
"869","chrPic","273646at32523"
"870","cuoMcc","273646at32523"
"871","derCor","273646at32523"
"872","mesTub","273646at32523"
"873","plaMeg","273646at32523"
"874","podExp","273646at32523"
"875","terMex","273646at32523"
"876","cuoAmb","274527at32523"
"877","cuoMcc","274527at32523"
"878","chrPic","275814at32523"
"879","cuoAmb","275814at32523"
"880","cuoMcc","275814at32523"
"881","derCor","275814at32523"
"882","plaMeg","275814at32523"
"883","podExp","275814at32523"
"884","terMex","275814at32523"
"885","cheAbi","275885at32523"
"886","cuoAmb","275885at32523"
"887","cuoMcc","275885at32523"
"888","gopAga","275885at32523"
"889","malTer","275885at32523"
"890","plaMeg","275885at32523"
"891","terMex","275885at32523"
"892","cheAbi","276880at32523"
"893","cheMyd","276880at32523"
"894","chrPic","276880at32523"
"895","gopAga","276880at32523"
"896","malTer","276880at32523"
"897","cuoMcc","277011at32523"
"898","malTer","277011at32523"
"899","cheAbi","277370at32523"
"900","chrPic","277370at32523"
"901","cheAbi","277625at32523"
"902","chrPic","277625at32523"
"903","cuoAmb","277625at32523"
"904","cuoMcc","277625at32523"
"905","derCor","277625at32523"
"906","plaMeg","277625at32523"
"907","chrPic","277695at32523"
"908","cuoAmb","277695at32523"
"909","cuoMcc","277695at32523"
"910","malTer","277695at32523"
"911","cheMyd","277704at32523"
"912","derCor","277704at32523"
"913","gopAga","277704at32523"
"914","malTer","277704at32523"
"915","terMex","277704at32523"
"916","cuoAmb","277865at32523"
"917","cuoMcc","277865at32523"
