"","Gene","Species"
"207","derMaw","103182at32523"
"208","gopAga","103182at32523"
"209","pelCas","103182at32523"
"210","podExp","103182at32523"
"211","cheMyd","10341at32523"
"212","chrPic","10341at32523"
"213","cuoAmb","10341at32523"
"214","cuoMcc","10341at32523"
"215","derCor","10341at32523"
"216","derMaw","10341at32523"
"217","emySub","10341at32523"
"218","gopAga","10341at32523"
"219","malTer","10341at32523"
"220","mesTub","10341at32523"
"221","pelCas","10341at32523"
"222","pelSin","10341at32523"
"223","plaMeg","10341at32523"
"224","podExp","10341at32523"
"225","terMex","10341at32523"
"226","carIns","103579at32523"
"227","cheAbi","103579at32523"
"228","cheSer","103579at32523"
"229","chrPic","103579at32523"
"230","cuoAmb","103579at32523"
"231","cuoMcc","103579at32523"
"232","derMaw","103579at32523"
"233","gopAga","103579at32523"
"234","pelCas","103579at32523"
"235","podExp","103579at32523"
"236","carIns","103667at32523"
"237","cheAbi","103667at32523"
"238","cheMyd","103667at32523"
"239","cheSer","103667at32523"
"240","chrPic","103667at32523"
"241","cuoAmb","103667at32523"
"242","cuoMcc","103667at32523"
"243","emySub","103667at32523"
"244","gopAga","103667at32523"
"245","malTer","103667at32523"
"246","mesTub","103667at32523"
"247","pelCas","103667at32523"
"248","pelSin","103667at32523"
"249","plaMeg","103667at32523"
"250","podExp","103667at32523"
"251","terMex","103667at32523"
"252","malTer","103676at32523"
"253","cheAbi","103791at32523"
"254","derCor","103791at32523"
"255","derMaw","103791at32523"
"256","pelSin","103791at32523"
"257","plaMeg","103791at32523"
"258","terMex","103791at32523"
"259","carIns","104070at32523"
"260","cheAbi","104070at32523"
"261","cheMyd","104070at32523"
"262","cheSer","104070at32523"
"263","chrPic","104070at32523"
"264","cuoMcc","104070at32523"
"265","derCor","104070at32523"
"266","derMaw","104070at32523"
"267","emySub","104070at32523"
"268","gopAga","104070at32523"
"269","malTer","104070at32523"
"270","mesTub","104070at32523"
"271","pelCas","104070at32523"
"272","pelSin","104070at32523"
"273","plaMeg","104070at32523"
"274","podExp","104070at32523"
"275","terMex","104070at32523"
"276","cheAbi","104339at32523"
"277","cheMyd","104339at32523"
"278","cuoAmb","104339at32523"
"279","cuoMcc","104339at32523"
"280","derMaw","104339at32523"
"281","emySub","104339at32523"
"282","gopAga","104339at32523"
"283","malTer","104339at32523"
"284","mesTub","104339at32523"
"285","pelCas","104339at32523"
"286","pelSin","104339at32523"
"287","carIns","104828at32523"
"288","cheAbi","104828at32523"
"289","cheSer","104828at32523"
"290","chrPic","104828at32523"
"291","cuoAmb","104828at32523"
"292","derCor","104828at32523"
"293","derMaw","104828at32523"
"294","gopAga","104828at32523"
"295","mesTub","104828at32523"
"296","pelCas","104828at32523"
"297","pelSin","104828at32523"
"298","podExp","104828at32523"
"299","terMex","104828at32523"
"300","carIns","104943at32523"
"301","cheAbi","104943at32523"
"302","cheMyd","104943at32523"
"303","cheSer","104943at32523"
"304","chrPic","104943at32523"
"305","cuoAmb","104943at32523"
"306","cuoMcc","104943at32523"
"307","derMaw","104943at32523"
"308","emySub","104943at32523"
"309","malTer","104943at32523"
"310","mesTub","104943at32523"
"311","pelSin","104943at32523"
"312","plaMeg","104943at32523"
"313","terMex","104943at32523"
"314","cheAbi","105251at32523"
"315","cheMyd","105251at32523"
"316","cheSer","105251at32523"
"317","chrPic","105251at32523"
"318","cuoAmb","105251at32523"
"319","cuoMcc","105251at32523"
"320","derMaw","105251at32523"
"321","gopAga","105251at32523"
"322","malTer","105251at32523"
"323","mesTub","105251at32523"
"324","pelCas","105251at32523"
"325","pelSin","105251at32523"
"326","plaMeg","105251at32523"
"327","terMex","105251at32523"
"328","carIns","105916at32523"
"329","cheAbi","105916at32523"
"330","cheMyd","105916at32523"
"331","cheSer","105916at32523"
"332","chrPic","105916at32523"
"333","derCor","105916at32523"
"334","gopAga","105916at32523"
"335","malTer","105916at32523"
"336","mesTub","105916at32523"
"337","pelCas","105916at32523"
"338","pelSin","105916at32523"
"339","podExp","105916at32523"
"340","carIns","105917at32523"
"341","cheAbi","105917at32523"
"342","cheSer","105917at32523"
"343","chrPic","105917at32523"
"344","cuoAmb","105917at32523"
"345","cuoMcc","105917at32523"
"346","derMaw","105917at32523"
"347","malTer","105917at32523"
"348","pelCas","105917at32523"
"349","podExp","105917at32523"
"350","cuoAmb","105920at32523"
"351","malTer","105920at32523"
"352","terMex","105920at32523"
"353","chrPic","106036at32523"
"354","malTer","106036at32523"
"355","plaMeg","106036at32523"
"356","terMex","106036at32523"
"357","chrPic","106057at32523"
"358","cuoMcc","106057at32523"
"359","mesTub","106057at32523"
"360","plaMeg","106057at32523"
"361","cuoAmb","106313at32523"
"362","cuoMcc","106313at32523"
"363","carIns","106408at32523"
"364","cuoAmb","106408at32523"
"365","cuoMcc","106408at32523"
"366","malTer","106408at32523"
"367","pelSin","106408at32523"
"368","carIns","106709at32523"
"369","cheAbi","106709at32523"
"370","cheMyd","106709at32523"
"371","cheSer","106709at32523"
"372","chrPic","106709at32523"
"373","cuoAmb","106709at32523"
"374","cuoMcc","106709at32523"
"375","derCor","106709at32523"
"376","derMaw","106709at32523"
"377","gopAga","106709at32523"
"378","malTer","106709at32523"
"379","mesTub","106709at32523"
"380","pelCas","106709at32523"
"381","pelSin","106709at32523"
"382","plaMeg","106709at32523"
"383","podExp","106709at32523"
"384","cuoMcc","106918at32523"
"385","terMex","106918at32523"
"386","carIns","106993at32523"
"387","cheMyd","106993at32523"
"388","chrPic","106993at32523"
"389","cuoMcc","106993at32523"
"390","derCor","106993at32523"
"391","derMaw","106993at32523"
"392","emySub","106993at32523"
"393","gopAga","106993at32523"
"394","malTer","106993at32523"
"395","pelCas","106993at32523"
"396","pelSin","106993at32523"
"397","plaMeg","106993at32523"
"398","podExp","106993at32523"
"399","terMex","106993at32523"
"400","malTer","107057at32523"
"401","carIns","107180at32523"
"402","cheMyd","107180at32523"
"403","cheSer","107180at32523"
"404","chrPic","107180at32523"
"405","cuoAmb","107180at32523"
"406","cuoMcc","107180at32523"
"407","derCor","107180at32523"
"408","emySub","107180at32523"
"409","gopAga","107180at32523"
"410","malTer","107180at32523"
"411","pelCas","107180at32523"
"412","podExp","107180at32523"
"413","terMex","107180at32523"
"414","cheAbi","107213at32523"
"415","chrPic","107213at32523"
"416","cuoAmb","107213at32523"
"417","cuoMcc","107213at32523"
"418","derCor","107213at32523"
"419","derMaw","107213at32523"
"420","emySub","107213at32523"
"421","gopAga","107213at32523"
"422","mesTub","107213at32523"
"423","plaMeg","107213at32523"
"424","terMex","107213at32523"
"425","carIns","107469at32523"
"426","cheAbi","107469at32523"
"427","cheMyd","107469at32523"
"428","cheSer","107469at32523"
"429","chrPic","107469at32523"
"430","cuoAmb","107469at32523"
"431","cuoMcc","107469at32523"
"432","derCor","107469at32523"
"433","derMaw","107469at32523"
"434","gopAga","107469at32523"
"435","malTer","107469at32523"
"436","mesTub","107469at32523"
"437","pelCas","107469at32523"
"438","cheAbi","107601at32523"
"439","chrPic","107601at32523"
"440","cuoAmb","107601at32523"
"441","derCor","107601at32523"
"442","malTer","107601at32523"
"443","terMex","107601at32523"
"444","carIns","107952at32523"
"445","cheAbi","107952at32523"
"446","cheMyd","107952at32523"
"447","cheSer","107952at32523"
"448","cuoAmb","107952at32523"
"449","derCor","107952at32523"
"450","derMaw","107952at32523"
"451","emySub","107952at32523"
"452","gopAga","107952at32523"
"453","mesTub","107952at32523"
"454","pelCas","107952at32523"
"455","plaMeg","107952at32523"
"456","podExp","107952at32523"
"457","cheAbi","107978at32523"
"458","cheMyd","107978at32523"
"459","cheSer","107978at32523"
"460","chrPic","107978at32523"
"461","cuoAmb","107978at32523"
"462","cuoMcc","107978at32523"
"463","derCor","107978at32523"
"464","derMaw","107978at32523"
"465","gopAga","107978at32523"
"466","pelCas","107978at32523"
"467","plaMeg","107978at32523"
"468","podExp","107978at32523"
"469","terMex","107978at32523"
"470","cheAbi","108497at32523"
"471","chrPic","108497at32523"
"472","derCor","108497at32523"
"473","gopAga","108497at32523"
"474","chrPic","108863at32523"
"475","malTer","108863at32523"
"476","plaMeg","108863at32523"
"477","terMex","108863at32523"
"478","chrPic","108973at32523"
"479","plaMeg","108973at32523"
"480","terMex","108973at32523"
"481","cheAbi","108998at32523"
"482","derCor","108998at32523"
"483","derMaw","108998at32523"
"484","pelCas","108998at32523"
"485","cheAbi","109060at32523"
"486","cheMyd","109060at32523"
"487","chrPic","109060at32523"
"488","cuoAmb","109060at32523"
"489","cuoMcc","109060at32523"
"490","derCor","109060at32523"
"491","derMaw","109060at32523"
"492","emySub","109060at32523"
"493","gopAga","109060at32523"
"494","malTer","109060at32523"
"495","pelCas","109060at32523"
"496","plaMeg","109060at32523"
"497","cheAbi","109112at32523"
"498","cheMyd","109112at32523"
"499","chrPic","109112at32523"
"500","cuoAmb","109112at32523"
"501","derCor","109112at32523"
"502","derMaw","109112at32523"
"503","emySub","109112at32523"
"504","malTer","109112at32523"
"505","mesTub","109112at32523"
"506","terMex","109112at32523"
"507","chrPic","109227at32523"
"508","plaMeg","109227at32523"
"509","cheMyd","109347at32523"
"510","chrPic","109347at32523"
"511","cuoAmb","109347at32523"
"512","cuoMcc","109347at32523"
"513","derCor","109347at32523"
"514","gopAga","109347at32523"
"515","malTer","109347at32523"
"516","plaMeg","109347at32523"
"517","terMex","109347at32523"
"518","carIns","109366at32523"
"519","cheSer","109366at32523"
"520","cuoAmb","109366at32523"
"521","cuoMcc","109366at32523"
"522","derCor","109366at32523"
"523","emySub","109366at32523"
"524","malTer","109366at32523"
"525","pelCas","109366at32523"
"526","plaMeg","109366at32523"
"527","podExp","109366at32523"
"528","terMex","109366at32523"
"529","cheMyd","1093at32523"
"530","chrPic","1093at32523"
"531","cuoAmb","1093at32523"
"532","cuoMcc","1093at32523"
"533","derMaw","1093at32523"
"534","emySub","1093at32523"
"535","gopAga","1093at32523"
"536","malTer","1093at32523"
"537","mesTub","1093at32523"
"538","pelCas","1093at32523"
"539","plaMeg","1093at32523"
"540","terMex","1093at32523"
"541","cheAbi","10949at32523"
"542","cheMyd","10949at32523"
"543","chrPic","10949at32523"
"544","cuoAmb","10949at32523"
"545","cuoMcc","10949at32523"
"546","derMaw","10949at32523"
"547","emySub","10949at32523"
"548","pelCas","10949at32523"
"549","plaMeg","10949at32523"
"550","terMex","10949at32523"
"551","carIns","109602at32523"
"552","cheAbi","109602at32523"
"553","cheMyd","109602at32523"
"554","cheSer","109602at32523"
"555","derMaw","109602at32523"
"556","gopAga","109602at32523"
"557","mesTub","109602at32523"
"558","pelCas","109602at32523"
"559","pelSin","109602at32523"
"560","plaMeg","109602at32523"
"561","podExp","109602at32523"
"562","cheAbi","109646at32523"
"563","cheMyd","109646at32523"
"564","derMaw","109646at32523"
"565","emySub","109646at32523"
"566","gopAga","109646at32523"
"567","mesTub","109646at32523"
"568","pelSin","109646at32523"
"569","plaMeg","109646at32523"
"570","podExp","109646at32523"
"571","terMex","109646at32523"
"572","carIns","110140at32523"
"573","cheMyd","110140at32523"
"574","cheSer","110140at32523"
"575","chrPic","110140at32523"
"576","cuoMcc","110140at32523"
"577","derCor","110140at32523"
"578","derMaw","110140at32523"
"579","emySub","110140at32523"
"580","gopAga","110140at32523"
"581","mesTub","110140at32523"
"582","pelCas","110140at32523"
"583","plaMeg","110140at32523"
"584","podExp","110140at32523"
"585","terMex","110140at32523"
"586","carIns","110615at32523"
"587","cheMyd","110615at32523"
"588","derCor","110615at32523"
"589","emySub","110615at32523"
"590","mesTub","110615at32523"
"591","pelCas","110615at32523"
"592","pelSin","110615at32523"
"593","podExp","110615at32523"
"594","carIns","110811at32523"
"595","cheAbi","110811at32523"
"596","cheMyd","110811at32523"
"597","cheSer","110811at32523"
"598","chrPic","110811at32523"
"599","cuoAmb","110811at32523"
"600","cuoMcc","110811at32523"
"601","derMaw","110811at32523"
"602","gopAga","110811at32523"
"603","mesTub","110811at32523"
"604","pelCas","110811at32523"
"605","pelSin","110811at32523"
"606","plaMeg","110811at32523"
"607","podExp","110811at32523"
"608","terMex","110811at32523"
"609","carIns","111050at32523"
"610","cheAbi","111050at32523"
"611","cheSer","111050at32523"
"612","cuoAmb","111050at32523"
"613","cuoMcc","111050at32523"
"614","derMaw","111050at32523"
"615","emySub","111050at32523"
"616","gopAga","111050at32523"
"617","mesTub","111050at32523"
"618","pelCas","111050at32523"
"619","pelSin","111050at32523"
"620","cheAbi","111184at32523"
"621","cuoAmb","111184at32523"
"622","cuoMcc","111184at32523"
"623","derCor","111184at32523"
"624","derMaw","111184at32523"
"625","gopAga","111184at32523"
"626","malTer","111184at32523"
"627","plaMeg","111184at32523"
"628","carIns","111190at32523"
"629","cheAbi","111190at32523"
"630","cheSer","111190at32523"
"631","chrPic","111190at32523"
"632","cuoAmb","111190at32523"
"633","emySub","111190at32523"
"634","gopAga","111190at32523"
"635","mesTub","111190at32523"
"636","pelCas","111190at32523"
"637","pelSin","111190at32523"
"638","plaMeg","111190at32523"
"639","podExp","111190at32523"
"640","terMex","111190at32523"
"641","cheSer","111464at32523"
"642","malTer","111843at32523"
"643","cheAbi","112209at32523"
"644","cheMyd","112209at32523"
"645","chrPic","112209at32523"
"646","cuoMcc","112209at32523"
"647","derCor","112209at32523"
"648","derMaw","112209at32523"
"649","emySub","112209at32523"
"650","gopAga","112209at32523"
"651","malTer","112209at32523"
"652","mesTub","112209at32523"
"653","pelCas","112209at32523"
"654","plaMeg","112209at32523"
"655","podExp","112209at32523"
"656","terMex","112209at32523"
"657","cuoAmb","112421at32523"
"658","cuoMcc","112421at32523"
"659","cheAbi","112465at32523"
"660","chrPic","112465at32523"
"661","cuoAmb","112465at32523"
"662","derCor","112465at32523"
"663","derMaw","112465at32523"
"664","emySub","112465at32523"
"665","gopAga","112465at32523"
"666","malTer","112465at32523"
"667","mesTub","112465at32523"
"668","pelCas","112465at32523"
"669","plaMeg","112465at32523"
"670","podExp","112465at32523"
"671","carIns","11278at32523"
"672","cheAbi","11278at32523"
"673","cheMyd","11278at32523"
"674","cheSer","11278at32523"
"675","chrPic","11278at32523"
"676","emySub","11278at32523"
"677","gopAga","11278at32523"
"678","malTer","11278at32523"
"679","mesTub","11278at32523"
"680","pelSin","11278at32523"
"681","podExp","11278at32523"
"682","cheAbi","112998at32523"
"683","cheMyd","112998at32523"
"684","cheSer","112998at32523"
"685","chrPic","112998at32523"
"686","cuoAmb","112998at32523"
"687","cuoMcc","112998at32523"
"688","derMaw","112998at32523"
"689","emySub","112998at32523"
"690","gopAga","112998at32523"
"691","mesTub","112998at32523"
"692","cheSer","113062at32523"
"693","chrPic","113062at32523"
"694","cuoAmb","113062at32523"
"695","cuoMcc","113062at32523"
"696","derMaw","113062at32523"
"697","malTer","113062at32523"
"698","pelSin","113062at32523"
"699","plaMeg","113062at32523"
"700","podExp","113062at32523"
"701","cuoAmb","113162at32523"
"702","chrPic","113306at32523"
"703","pelCas","113306at32523"
"704","chrPic","113567at32523"
"705","emySub","113567at32523"
"706","malTer","113567at32523"
"707","plaMeg","113567at32523"
"708","chrPic","113607at32523"
"709","plaMeg","113607at32523"
"710","carIns","113787at32523"
"711","cheMyd","113787at32523"
"712","cheSer","113787at32523"
"713","chrPic","113787at32523"
"714","cuoAmb","113787at32523"
"715","cuoMcc","113787at32523"
"716","derCor","113787at32523"
"717","derMaw","113787at32523"
"718","emySub","113787at32523"
"719","gopAga","113787at32523"
"720","malTer","113787at32523"
"721","mesTub","113787at32523"
"722","pelCas","113787at32523"
"723","pelSin","113787at32523"
"724","plaMeg","113787at32523"
"725","podExp","113787at32523"
"726","cheMyd","113921at32523"
"727","cheSer","113921at32523"
"728","derMaw","113921at32523"
"729","emySub","113921at32523"
"730","gopAga","113921at32523"
"731","malTer","113921at32523"
"732","mesTub","113921at32523"
"733","pelCas","113921at32523"
"734","pelSin","113921at32523"
"735","podExp","113921at32523"
"736","cuoAmb","113971at32523"
"737","terMex","113971at32523"
"738","cheAbi","113987at32523"
"739","cheMyd","113987at32523"
"740","chrPic","113987at32523"
"741","derCor","113987at32523"
"742","emySub","113987at32523"
"743","gopAga","113987at32523"
"744","mesTub","113987at32523"
"745","pelCas","113987at32523"
"746","pelSin","113987at32523"
"747","plaMeg","113987at32523"
"748","podExp","113987at32523"
"749","cheMyd","114091at32523"
"750","chrPic","114091at32523"
"751","cuoAmb","114091at32523"
"752","cuoMcc","114091at32523"
"753","derCor","114091at32523"
"754","derMaw","114091at32523"
"755","emySub","114091at32523"
"756","mesTub","114091at32523"
"757","pelSin","114091at32523"
"758","plaMeg","114091at32523"
"759","terMex","114091at32523"
"760","cheAbi","114099at32523"
"761","cheSer","114099at32523"
"762","chrPic","114099at32523"
"763","cuoMcc","114099at32523"
"764","derCor","114099at32523"
"765","emySub","114099at32523"
"766","gopAga","114099at32523"
"767","malTer","114099at32523"
"768","mesTub","114099at32523"
"769","plaMeg","114099at32523"
"770","terMex","114099at32523"
"771","cuoAmb","114384at32523"
"772","carIns","114393at32523"
"773","cheAbi","114393at32523"
"774","cheMyd","114393at32523"
"775","chrPic","114393at32523"
"776","cuoAmb","114393at32523"
"777","cuoMcc","114393at32523"
"778","derCor","114393at32523"
"779","emySub","114393at32523"
"780","gopAga","114393at32523"
"781","malTer","114393at32523"
"782","mesTub","114393at32523"
"783","pelCas","114393at32523"
"784","plaMeg","114393at32523"
"785","terMex","114393at32523"
"786","carIns","11446at32523"
"787","cheAbi","11446at32523"
"788","cheMyd","11446at32523"
"789","cuoMcc","11446at32523"
"790","derMaw","11446at32523"
"791","gopAga","11446at32523"
"792","pelSin","11446at32523"
"793","plaMeg","11446at32523"
"794","terMex","11446at32523"
"795","carIns","114654at32523"
"796","cheAbi","114654at32523"
"797","cheMyd","114654at32523"
"798","cheSer","114654at32523"
"799","chrPic","114654at32523"
"800","cuoMcc","114654at32523"
"801","derCor","114654at32523"
"802","derMaw","114654at32523"
"803","gopAga","114654at32523"
"804","malTer","114654at32523"
"805","pelCas","114654at32523"
"806","pelSin","114654at32523"
"807","plaMeg","114654at32523"
"808","podExp","114654at32523"
"809","terMex","114654at32523"
"810","carIns","114659at32523"
"811","cheAbi","114659at32523"
"812","cheMyd","114659at32523"
"813","cheSer","114659at32523"
"814","chrPic","114659at32523"
"815","cuoAmb","114659at32523"
"816","cuoMcc","114659at32523"
"817","derCor","114659at32523"
"818","derMaw","114659at32523"
"819","emySub","114659at32523"
"820","gopAga","114659at32523"
"821","pelCas","114659at32523"
"822","plaMeg","114659at32523"
"823","podExp","114659at32523"
"824","terMex","114659at32523"
"825","cheMyd","11525at32523"
"826","chrPic","11525at32523"
"827","cuoAmb","11525at32523"
"828","cuoMcc","11525at32523"
"829","emySub","11525at32523"
"830","gopAga","11525at32523"
"831","malTer","11525at32523"
"832","mesTub","11525at32523"
"833","pelSin","11525at32523"
"834","plaMeg","11525at32523"
"835","podExp","11525at32523"
"836","carIns","115468at32523"
"837","cuoAmb","115468at32523"
"838","cuoMcc","115468at32523"
"839","derMaw","115468at32523"
"840","emySub","115468at32523"
"841","malTer","115468at32523"
"842","pelCas","115468at32523"
"843","terMex","115468at32523"
"844","carIns","115499at32523"
"845","cheAbi","115499at32523"
"846","cheMyd","115499at32523"
"847","cheSer","115499at32523"
"848","chrPic","115499at32523"
"849","cuoMcc","115499at32523"
"850","derCor","115499at32523"
"851","derMaw","115499at32523"
"852","emySub","115499at32523"
"853","gopAga","115499at32523"
"854","malTer","115499at32523"
"855","mesTub","115499at32523"
"856","pelCas","115499at32523"
"857","pelSin","115499at32523"
"858","plaMeg","115499at32523"
"859","podExp","115499at32523"
"860","cheSer","115587at32523"
"861","chrPic","115587at32523"
"862","cuoAmb","115587at32523"
"863","cuoMcc","115587at32523"
"864","derCor","115587at32523"
"865","derMaw","115587at32523"
"866","emySub","115587at32523"
"867","gopAga","115587at32523"
"868","malTer","115587at32523"
"869","mesTub","115587at32523"
"870","pelCas","115587at32523"
"871","pelSin","115587at32523"
"872","plaMeg","115587at32523"
"873","podExp","115587at32523"
"874","terMex","115587at32523"
"875","carIns","115729at32523"
"876","cheMyd","115729at32523"
"877","chrPic","115729at32523"
"878","derCor","115729at32523"
"879","derMaw","115729at32523"
"880","emySub","115729at32523"
"881","gopAga","115729at32523"
"882","malTer","115729at32523"
"883","mesTub","115729at32523"
"884","pelCas","115729at32523"
"885","pelSin","115729at32523"
"886","plaMeg","115729at32523"
"887","podExp","115729at32523"
"888","terMex","115729at32523"
"889","cuoAmb","116004at32523"
"890","cuoMcc","116004at32523"
"891","carIns","116128at32523"
"892","cheAbi","116128at32523"
"893","cheMyd","116128at32523"
"894","cheSer","116128at32523"
"895","chrPic","116128at32523"
"896","cuoMcc","116128at32523"
"897","derCor","116128at32523"
"898","emySub","116128at32523"
"899","gopAga","116128at32523"
"900","malTer","116128at32523"
"901","mesTub","116128at32523"
"902","pelCas","116128at32523"
"903","carIns","116132at32523"
"904","cheAbi","116132at32523"
"905","cheMyd","116132at32523"
"906","cheSer","116132at32523"
"907","cuoMcc","116132at32523"
"908","derMaw","116132at32523"
"909","gopAga","116132at32523"
"910","malTer","116132at32523"
"911","mesTub","116132at32523"
"912","pelCas","116132at32523"
"913","pelSin","116132at32523"
"914","plaMeg","116132at32523"
"915","podExp","116132at32523"
"916","terMex","116132at32523"
"917","cheAbi","116192at32523"
"918","cheMyd","116192at32523"
"919","chrPic","116192at32523"
"920","cuoAmb","116192at32523"
"921","cuoMcc","116192at32523"
"922","derCor","116192at32523"
"923","derMaw","116192at32523"
"924","emySub","116192at32523"
"925","gopAga","116192at32523"
"926","mesTub","116192at32523"
