"","Gene","Species"
"207","cheSer","235309at32523"
"208","derMaw","235309at32523"
"209","emySub","235309at32523"
"210","mesTub","235309at32523"
"211","pelCas","235309at32523"
"212","plaMeg","235309at32523"
"213","podExp","235309at32523"
"214","cheAbi","236911at32523"
"215","cheMyd","236911at32523"
"216","cheSer","236911at32523"
"217","cuoAmb","236911at32523"
"218","cuoMcc","236911at32523"
"219","derMaw","236911at32523"
"220","emySub","236911at32523"
"221","malTer","236911at32523"
"222","podExp","236911at32523"
"223","carIns","238128at32523"
"224","cheAbi","238128at32523"
"225","cheMyd","238128at32523"
"226","cheSer","238128at32523"
"227","chrPic","238128at32523"
"228","cuoAmb","238128at32523"
"229","cuoMcc","238128at32523"
"230","derCor","238128at32523"
"231","derMaw","238128at32523"
"232","emySub","238128at32523"
"233","gopAga","238128at32523"
"234","malTer","238128at32523"
"235","mesTub","238128at32523"
"236","pelCas","238128at32523"
"237","pelSin","238128at32523"
"238","plaMeg","238128at32523"
"239","podExp","238128at32523"
"240","terMex","238128at32523"
"241","cheSer","244174at32523"
"242","chrPic","244174at32523"
"243","cuoMcc","244174at32523"
"244","emySub","244174at32523"
"245","gopAga","244174at32523"
"246","malTer","244174at32523"
"247","mesTub","244174at32523"
"248","pelCas","244174at32523"
"249","podExp","244174at32523"
"250","cheAbi","248117at32523"
"251","cheMyd","248117at32523"
"252","chrPic","248117at32523"
"253","cuoMcc","248117at32523"
"254","derCor","248117at32523"
"255","derMaw","248117at32523"
"256","emySub","248117at32523"
"257","gopAga","248117at32523"
"258","malTer","248117at32523"
"259","mesTub","248117at32523"
"260","pelCas","248117at32523"
"261","pelSin","248117at32523"
"262","plaMeg","248117at32523"
"263","podExp","248117at32523"
"264","terMex","248117at32523"
"265","plaMeg","249397at32523"
"266","cheMyd","250844at32523"
"267","derCor","250844at32523"
"268","derMaw","250844at32523"
"269","emySub","250844at32523"
"270","gopAga","250844at32523"
"271","malTer","250844at32523"
"272","mesTub","250844at32523"
"273","pelCas","250844at32523"
"274","pelSin","250844at32523"
"275","podExp","250844at32523"
"276","cheMyd","250976at32523"
"277","cuoMcc","250976at32523"
"278","derCor","250976at32523"
"279","derMaw","250976at32523"
"280","emySub","250976at32523"
"281","malTer","250976at32523"
"282","mesTub","250976at32523"
"283","pelCas","250976at32523"
"284","pelSin","250976at32523"
"285","podExp","250976at32523"
"286","terMex","250976at32523"
"287","carIns","260366at32523"
"288","cheAbi","260366at32523"
"289","cheMyd","260366at32523"
"290","cheSer","260366at32523"
"291","chrPic","260366at32523"
"292","cuoMcc","260366at32523"
"293","derCor","260366at32523"
"294","derMaw","260366at32523"
"295","emySub","260366at32523"
"296","gopAga","260366at32523"
"297","malTer","260366at32523"
"298","mesTub","260366at32523"
"299","pelCas","260366at32523"
"300","pelSin","260366at32523"
"301","plaMeg","260366at32523"
"302","podExp","260366at32523"
"303","terMex","260366at32523"
"304","carIns","267472at32523"
"305","cheAbi","267472at32523"
"306","cheSer","267472at32523"
"307","chrPic","267472at32523"
"308","derCor","267472at32523"
"309","derMaw","267472at32523"
"310","gopAga","267472at32523"
"311","malTer","267472at32523"
"312","derCor","279702at32523"
"313","podExp","279702at32523"
"314","cheAbi","282898at32523"
"315","cheMyd","282898at32523"
"316","cheSer","282898at32523"
"317","chrPic","282898at32523"
"318","cuoAmb","282898at32523"
"319","cuoMcc","282898at32523"
"320","derCor","282898at32523"
"321","derMaw","282898at32523"
"322","emySub","282898at32523"
"323","gopAga","282898at32523"
"324","malTer","282898at32523"
"325","mesTub","282898at32523"
"326","pelCas","282898at32523"
"327","pelSin","282898at32523"
"328","plaMeg","282898at32523"
"329","podExp","282898at32523"
"330","carIns","283406at32523"
"331","cheAbi","283406at32523"
"332","cheMyd","283406at32523"
"333","cheSer","283406at32523"
"334","chrPic","283406at32523"
"335","cuoAmb","283406at32523"
"336","cuoMcc","283406at32523"
"337","derCor","283406at32523"
"338","derMaw","283406at32523"
"339","gopAga","283406at32523"
"340","malTer","283406at32523"
"341","mesTub","283406at32523"
"342","pelCas","283406at32523"
"343","plaMeg","283406at32523"
"344","podExp","283406at32523"
"345","terMex","283406at32523"
"346","cheMyd","290216at32523"
"347","cuoAmb","290216at32523"
"348","derCor","290216at32523"
"349","pelCas","290216at32523"
"350","pelSin","290216at32523"
"351","plaMeg","290216at32523"
"352","terMex","290216at32523"
"353","cheAbi","290884at32523"
"354","cuoAmb","290884at32523"
"355","cuoMcc","290884at32523"
"356","derMaw","290884at32523"
"357","malTer","290884at32523"
"358","podExp","290884at32523"
"359","carIns","302602at32523"
"360","cheAbi","302602at32523"
"361","cheMyd","302602at32523"
"362","cheSer","302602at32523"
"363","chrPic","302602at32523"
"364","cuoAmb","302602at32523"
"365","cuoMcc","302602at32523"
"366","derCor","302602at32523"
"367","derMaw","302602at32523"
"368","emySub","302602at32523"
"369","gopAga","302602at32523"
"370","malTer","302602at32523"
"371","mesTub","302602at32523"
"372","pelCas","302602at32523"
"373","pelSin","302602at32523"
"374","plaMeg","302602at32523"
"375","podExp","302602at32523"
"376","terMex","302602at32523"
"377","carIns","303889at32523"
"378","cheAbi","303889at32523"
"379","cheMyd","303889at32523"
"380","cheSer","303889at32523"
"381","chrPic","303889at32523"
"382","cuoAmb","303889at32523"
"383","cuoMcc","303889at32523"
"384","derCor","303889at32523"
"385","derMaw","303889at32523"
"386","gopAga","303889at32523"
"387","malTer","303889at32523"
"388","mesTub","303889at32523"
"389","pelCas","303889at32523"
"390","pelSin","303889at32523"
"391","plaMeg","303889at32523"
"392","podExp","303889at32523"
"393","terMex","303889at32523"
"394","carIns","30406at32523"
"395","cheAbi","30406at32523"
"396","cheMyd","30406at32523"
"397","cheSer","30406at32523"
"398","chrPic","30406at32523"
"399","cuoAmb","30406at32523"
"400","cuoMcc","30406at32523"
"401","derCor","30406at32523"
"402","derMaw","30406at32523"
"403","emySub","30406at32523"
"404","gopAga","30406at32523"
"405","malTer","30406at32523"
"406","pelCas","30406at32523"
"407","pelSin","30406at32523"
"408","plaMeg","30406at32523"
"409","podExp","30406at32523"
"410","terMex","30406at32523"
"411","carIns","308747at32523"
"412","cheAbi","308747at32523"
"413","cheMyd","308747at32523"
"414","chrPic","308747at32523"
"415","cuoAmb","308747at32523"
"416","cuoMcc","308747at32523"
"417","derCor","308747at32523"
"418","derMaw","308747at32523"
"419","emySub","308747at32523"
"420","gopAga","308747at32523"
"421","mesTub","308747at32523"
"422","pelCas","308747at32523"
"423","pelSin","308747at32523"
"424","plaMeg","308747at32523"
"425","podExp","308747at32523"
"426","terMex","308747at32523"
"427","carIns","34372at32523"
"428","cheAbi","34372at32523"
"429","cheMyd","34372at32523"
"430","cheSer","34372at32523"
"431","chrPic","34372at32523"
"432","cuoAmb","34372at32523"
"433","derCor","34372at32523"
"434","derMaw","34372at32523"
"435","emySub","34372at32523"
"436","gopAga","34372at32523"
"437","malTer","34372at32523"
"438","mesTub","34372at32523"
"439","pelCas","34372at32523"
"440","pelSin","34372at32523"
"441","plaMeg","34372at32523"
"442","podExp","34372at32523"
"443","terMex","34372at32523"
"444","cheAbi","3576at32523"
"445","cheMyd","3576at32523"
"446","cheSer","3576at32523"
"447","chrPic","3576at32523"
"448","cuoMcc","3576at32523"
"449","derCor","3576at32523"
"450","derMaw","3576at32523"
"451","emySub","3576at32523"
"452","gopAga","3576at32523"
"453","mesTub","3576at32523"
"454","pelCas","3576at32523"
"455","pelSin","3576at32523"
"456","plaMeg","3576at32523"
"457","podExp","3576at32523"
"458","terMex","3576at32523"
"459","cheAbi","44174at32523"
"460","cheMyd","44174at32523"
"461","cheSer","44174at32523"
"462","chrPic","44174at32523"
"463","cuoAmb","44174at32523"
"464","cuoMcc","44174at32523"
"465","derCor","44174at32523"
"466","derMaw","44174at32523"
"467","emySub","44174at32523"
"468","gopAga","44174at32523"
"469","malTer","44174at32523"
"470","pelCas","44174at32523"
"471","pelSin","44174at32523"
"472","plaMeg","44174at32523"
"473","podExp","44174at32523"
"474","terMex","44174at32523"
"475","gopAga","53009at32523"
"476","podExp","71760at32523"
"477","carIns","7966at32523"
"478","cheAbi","7966at32523"
"479","cheMyd","7966at32523"
"480","cheSer","7966at32523"
"481","chrPic","7966at32523"
"482","cuoAmb","7966at32523"
"483","cuoMcc","7966at32523"
"484","derCor","7966at32523"
"485","derMaw","7966at32523"
"486","emySub","7966at32523"
"487","gopAga","7966at32523"
"488","malTer","7966at32523"
"489","mesTub","7966at32523"
"490","pelCas","7966at32523"
"491","pelSin","7966at32523"
"492","plaMeg","7966at32523"
"493","podExp","7966at32523"
"494","terMex","7966at32523"
"495","carIns","89208at32523"
"496","chrPic","89208at32523"
"497","emySub","89208at32523"
"498","malTer","89208at32523"
