gene	distance
237758at32523	0.9411764705882353
238978at32523	0.9285714285714286
239181at32523	1
239784at32523	1
240735at32523	0.8
241282at32523	0.75
241551at32523	0.7333333333333333
241639at32523	0.875
242587at32523	0.875
243039at32523	0.75
243068at32523	1
243357at32523	0.8
243385at32523	0.9166666666666666
243504at32523	0.8235294117647058
244174at32523	0.8571428571428571
245810at32523	1
248911at32523	0.8888888888888888
249113at32523	0.8823529411764706
249219at32523	0.75
249574at32523	0.9411764705882353
25058at32523	0.75
250658at32523	0.7647058823529411
250844at32523	0.875
250976at32523	1
251873at32523	0.75
251946at32523	0.8125
253171at32523	0.8125
253220at32523	0.75
254079at32523	1
254179at32523	0.7777777777777778
254236at32523	1
254458at32523	0.7857142857142857
254634at32523	0.75
254860at32523	0.7777777777777778
255581at32523	0.7647058823529411
257119at32523	0.7692307692307693
257713at32523	0.9285714285714286
257979at32523	0.8235294117647058
258013at32523	0.8125
258710at32523	0.8823529411764706
258823at32523	0.7647058823529411
259127at32523	0.7647058823529411
259403at32523	0.75
260366at32523	0.9375
260825at32523	0.875
261858at32523	0.8333333333333334
262005at32523	0.8235294117647058
262363at32523	0.7272727272727273
263885at32523	0.9375
263950at32523	0.75
264361at32523	0.8888888888888888
264559at32523	0.75
264604at32523	0.8
264636at32523	0.7857142857142857
265941at32523	0.7692307692307693
266457at32523	0.8235294117647058
26652at32523	0.7777777777777778
266604at32523	0.7333333333333333
267061at32523	0.8823529411764706
267170at32523	0.8235294117647058
267472at32523	1
268020at32523	0.7272727272727273
268208at32523	1
269039at32523	0.875
269758at32523	0.8571428571428571
269797at32523	0.7333333333333333
270073at32523	0.9375
272134at32523	0.8571428571428571
273227at32523	0.7777777777777778
273646at32523	0.7777777777777778
275846at32523	0.7647058823529411
276378at32523	0.8823529411764706
27657at32523	0.875
277530at32523	0.8888888888888888
278087at32523	0.7647058823529411
279423at32523	0.8235294117647058
279478at32523	0.9285714285714286
281238at32523	0.7777777777777778
281245at32523	0.875
281797at32523	0.8888888888888888
282804at32523	0.875
282898at32523	0.75
283153at32523	0.7777777777777778
283167at32523	0.8235294117647058
283371at32523	0.9230769230769231
283776at32523	0.9444444444444444
284008at32523	0.8235294117647058
284331at32523	0.8888888888888888
285079at32523	0.8235294117647058
285163at32523	0.7692307692307693
285773at32523	0.8461538461538461
287006at32523	0.8333333333333334
287864at32523	0.75
288030at32523	0.9166666666666666
288598at32523	0.75
288923at32523	0.8125
289591at32523	0.8125
290126at32523	0.9411764705882353
290134at32523	1
290216at32523	0.8
290236at32523	0.75
290670at32523	0.7777777777777778
290884at32523	0.9
29093at32523	0.75
291672at32523	0.875
292291at32523	0.7647058823529411
293248at32523	0.9
293308at32523	0.9411764705882353
293354at32523	1
293431at32523	0.8235294117647058
293881at32523	0.8823529411764706
294083at32523	0.8
294122at32523	0.9333333333333333
294423at32523	0.8823529411764706
294624at32523	0.8461538461538461
294828at32523	0.8125
295457at32523	0.7777777777777778
295641at32523	0.8823529411764706
298305at32523	1
298630at32523	0.7333333333333333
301105at32523	0.7333333333333333
301474at32523	0.8
301621at32523	1
302394at32523	0.9166666666666666
302602at32523	0.9444444444444444
302721at32523	0.8
303212at32523	0.8333333333333334
303889at32523	0.8235294117647058
304806at32523	0.8125
305138at32523	0.9230769230769231
305787at32523	0.875
306068at32523	0.7647058823529411
306698at32523	0.7647058823529411
307391at32523	1
308580at32523	0.7333333333333333
308747at32523	0.75
34044at32523	1
34904at32523	0.75
3576at32523	0.8666666666666667
45054at32523	0.8333333333333334
46651at32523	0.875
48469at32523	1
58546at32523	0.7647058823529411
62512at32523	1
69006at32523	0.75
71760at32523	0.8
74571at32523	0.7857142857142857
75577at32523	0.7333333333333333
81392at32523	0.8666666666666667
83777at32523	0.8235294117647058
88369at32523	0.8
92675at32523	0.75
96523at32523	0.8
99102at32523	0.7777777777777778
